exon_num	whole_gene_len	5UTR_len	3UTR_len	CDS_len	last_CDS_len
OPN1MW2	6	1261	60	106	1095	111
TKTL1	13	2642	189	662	1791	173
FLNA	48	8382	237	201	7944	188
EMD	6	1379	288	326	765	316
RPL10	8	1284	576	63	645	153
TAZ	11	1889	288	722	879	102
ATP6AP1	10	2099	61	625	1413	210
GDI1	11	2474	335	795	1344	153
FAM50A	13	1352	110	222	1020	9
PLXNA3	33	10885	175	5094	5616	96
LAGE3	3	949	342	175	432	115
UBL4A	5	711	31	137	543	133
SLC10A3	4	1763	215	201	1347	990
FAM3A	11	1815	429	651	735	96
IKBKG	10	2069	20	585	1464	143
CTAG1A	5	993	64	296	633	156
CTAG1B	3	748	53	152	543	139
CTAG2	3	748	53	152	543	139
GAB3	10	4718	32	2925	1761	117
DKC1	15	2577	210	822	1545	69
SMIM9	4	904	197	407	300	28
H2AFB1	1	587	78	161	348	426
F8A1	1	1713	26	571	1116	1142
CMC4	3	1107	679	221	207	149
MTCP1	5	2274	580	1370	324	48
BRCC3	12	2846	25	1870	951	152
VBP1	7	944	163	202	579	71
RAB39B	2	3505	301	2562	642	427
H2AFB2	1	348	0	0	348	348
F8A2	1	1116	0	0	1116	1116
F8A3	1	1759	72	571	1116	1188
H2AFB3	1	591	78	165	348	426
SPRY3	2	9019	431	7721	867	973
VAMP7	8	2646	165	1818	663	69
IL9R	9	1944	179	199	1566	594
PCDH11Y	7	4824	612	1098	3114	18
NLGN4Y	4	882	99	12	771	86
TBL1Y	19	2407	647	191	1569	21
USP9Y	46	10036	945	1423	7668	138
UTY	30	6817	1005	1477	4335	27
HSFY2	3	1390	68	677	645	22
EIF1AY	7	1390	147	808	435	6
RBMY1D	12	1921	152	278	1491	299
RBMY1J	12	1886	117	278	1491	299
DAZ3	19	3503	294	1892	1317	64
DAZ4	26	2048	0	92	1956	64
BPY2C	9	1206	332	553	321	19
SRY	1	845	96	134	615	711
RPS4Y1	7	1305	139	374	792	102
ZFY	8	5113	194	2513	2406	1184
TGIF2LY	2	905	108	239	558	579
TSPY2	7	779	46	67	666	23
AMELY	6	802	68	155	579	6
AC016991.1	8	387	0	0	387	92
AC009491.2	6	384	0	0	384	89
AC009491.1	8	384	0	0	384	89
TSPY4	6	1179	46	188	945	23
TSPY8	6	1161	46	188	927	23
TSPY3	6	1161	46	188	927	23
TSPY1	7	854	0	188	666	23
TSPY10	6	1161	46	188	927	23
DDX3Y	18	2709	309	417	1983	80
TMSB4Y	2	1669	769	765	135	35
VCY	2	550	73	99	378	276
VCY1B	2	550	73	99	378	276
CDY2B	3	2369	326	375	1668	45
CDY2A	3	2369	326	375	1668	45
HSFY1	3	1374	68	661	645	22
AC009977.1	2	99	0	0	99	75
KDM5D	28	5579	288	578	4713	351
RPS4Y2	7	792	0	0	792	102
PRORY	4	878	97	232	549	95
RBMY1B	12	1921	152	278	1491	299
RBMY1A1	12	1879	118	270	1491	299
RBMY1E	12	1921	152	278	1491	299
PRY2	5	1238	227	567	444	259
RBMY1F	12	1887	118	278	1491	299
PRY	5	1238	227	567	444	259
BPY2	9	1206	332	553	321	19
DAZ1	28	4421	294	1892	2235	64
DAZ2	28	4119	266	1888	1965	64
CDY1B	2	2321	281	375	1665	73
AC012005.2	4	501	12	90	399	165
AC012005.1	1	406	27	301	78	105
BPY2B	9	1206	332	553	321	19
AC006386.1	1	406	27	301	78	105
AC006328.1	4	501	12	90	399	165
CDY1	2	2321	281	375	1665	73
CTNNA3	18	10675	175	7812	2688	288
RSU1	9	3834	217	2783	834	103
SGMS1	11	3744	960	1542	1242	180
BICC1	21	5475	4	2546	2925	131
C10orf11	7	1040	272	87	681	80
CPEB3	10	4851	173	2581	2097	228
BCCIP	8	1433	12	452	969	119
IDI1	5	2301	167	1279	855	318
PITRM1	27	3450	35	301	3114	94
SFMBT2	21	7922	91	5146	2685	141
USP6NL	15	11377	395	8495	2487	1409
CAMK1D	11	8153	337	6658	1158	119
RP11-295P9.13	7	1204	0	594	610	33
FAM107B	5	3785	234	2630	921	117
MRC1	30	5198	122	705	4371	251
PLXDC2	14	12468	841	10037	1590	117
NEBL	28	9216	397	5774	3045	177
KIAA1217	21	7381	30	1519	5832	498
ZEB1	9	5423	110	1938	3375	593
CCDC7	18	2059	601	0	1458	4
PARD3	25	5996	326	1608	4062	394
FRMPD2	30	4194	0	0	4194	31
PRKG1	18	6487	21	4450	2016	99
PCDH15	37	6329	395	561	5373	855
MYPN	24	6116	1478	1557	3081	170
SUPV3L1	15	2484	60	63	2361	436
NPFFR1	4	8921	0	7628	1293	871
DNAJB12	9	3198	150	1818	1230	122
ANXA7	13	2452	57	994	1401	123
ADK	11	1169	50	30	1089	125
KCNMA1	30	4125	116	142	3867	152
NRG3	11	3136	274	1362	1500	508
GRID1	16	5834	86	2718	3030	429
PCGF5	10	7037	253	6013	771	48
MYOF	54	6719	0	533	6186	39
SORBS1	33	6931	190	3285	3456	68
TLL2	21	6756	226	3482	3048	135
UBTD1	3	1706	336	686	684	386
HPSE2	13	1849	0	202	1647	34
SLC25A28	4	1451	29	327	1095	518
WBP1L	4	4085	84	2909	1092	737
SH3PXD2A	15	11468	277	7789	3402	1974
SORCS3	28	5530	0	1861	3669	65
SORCS1	26	7272	8	3757	3507	136
ADD3	15	3081	367	593	2121	293
ATRNL1	29	8479	126	4213	4140	122
RGS10	5	804	70	188	546	147
PLPP4	7	1521	352	353	816	200
CPXM2	15	2512	1837	0	675	60
RP11-12J10.3	10	3422	0	2817	605	95
METTL10	7	1462	37	549	876	1
PTPRE	21	5331	279	2949	2103	75
JAKMIP3	24	6626	138	3953	2535	51
KNDC1	30	6793	21	1522	5250	232
DIP2C	39	4961	90	2	4869	253
PRR26	3	7250	34	6619	597	172
LARP4B	18	8546	317	6012	2217	288
ADARB2	10	8421	326	5875	2220	177
AKR1C1	9	6705	192	5541	972	43
UCN3	2	1200	228	486	486	492
GDI2	11	2412	291	783	1338	147
FBXO18	22	3640	365	314	2961	171
IL2RA	8	3176	174	2183	819	25
PFKFB3	17	2181	395	205	1581	43
PRKCQ	18	3285	100	1064	2121	156
ITIH5	14	6721	79	3813	2829	302
ITIH2	21	3193	166	186	2841	148
TAF3	7	4872	206	1876	2790	115
CELF2	15	2724	368	775	1581	128
UPF2	22	5193	98	1276	3819	10
NUDT5	11	919	94	126	699	110
CCDC3	7	3180	953	1789	438	264
OPTN	16	3521	362	1425	1734	122
BEND7	9	2239	297	535	1407	326
FRMD4A	25	6821	369	3332	3120	70
DCLRE1C	16	2807	851	237	1719	923
OLAH	9	1767	187	623	957	143
FAM171A1	8	3952	7	1272	2673	1687
ITGA8	30	6755	354	3209	3192	87
FAM188A	15	2381	221	822	1338	150
C1QL3	3	783	80	61	642	180
CUBN	67	11949	66	1011	10872	108
TRDMT1	11	3527	48	2303	1176	101
ST8SIA6	8	2276	75	1004	1197	469
STAM	14	2972	215	1134	1623	238
SLC39A12	13	2808	273	459	2076	129
CACNB2	14	3446	60	1403	1983	495
NSUN6	11	2201	419	372	1410	213
MALRD1	40	6880	168	241	6471	81
CASC10	2	3801	448	2942	411	346
MLLT10	24	5126	348	1694	3084	81
DNAJC1	12	2106	291	150	1665	69
SPAG6	11	2770	319	996	1455	61
PIP4K2A	10	3802	229	2352	1221	81
ARMC3	19	2811	84	108	2619	210
C10orf67	16	3981	68	2257	1656	83
ARHGAP21	26	7167	487	803	5877	1695
PRTFDC1	9	1944	29	1237	678	48
ENKUR	6	3294	319	2390	585	7
GPR158	11	6959	359	2952	3648	1503
MYO3A	35	5581	166	564	4851	121
APBB1IP	15	2771	455	315	2001	528
PDSS1	12	1626	53	325	1248	141
YME1L1	21	2517	146	148	2223	6
RAB18	8	4894	0	4186	708	176
ARMC4	20	3572	93	344	3135	114
MPP7	19	2090	355	4	1731	180
WAC	14	5924	609	3506	1809	70
SVIL	38	7586	753	188	6645	87
KIAA1462	4	9265	102	5083	4080	35
ZNF438	9	3344	564	323	2457	613
ARHGAP12	20	4128	235	1352	2541	175
EPC1	15	2913	270	132	2511	73
AL356053.1	23	2718	473	358	1887	47
NRP1	18	5882	526	2584	2772	290
CREM	10	1476	205	233	1038	148
CCNY	12	3940	322	2754	864	117
ANKRD30A	42	4762	99	280	4383	9
ZNF33A	6	6196	203	3503	2490	2186
ZNF37A	8	4448	648	3473	327	89
ZNF33B	5	5958	115	3506	2337	2087
RET	20	5659	232	2082	3345	158
RASGEF1A	13	3235	81	1708	1446	25
ZNF32	3	1137	124	191	822	752
MARCH8	8	5638	262	3654	1722	305
FAM21C	31	4669	82	561	4026	140
NCOA4	12	2307	145	209	1953	66
PTPN20	10	2872	273	1579	1020	66
MAPK8	12	5844	232	4328	1284	146
ARHGAP22	10	2751	297	357	2097	229
WDFY4	61	9555	0	0	9555	67
VSTM4	8	6392	24	5405	963	126
PARG	19	4128	136	1061	2931	155
FAM21A	31	4272	45	201	4026	140
ASAH2	20	6880	0	4537	2343	190
A1CF	15	9517	400	7308	1809	152
ZWINT	9	1872	39	999	834	42
IPMK	6	6133	323	4559	1251	623
PHYHIPL	5	3578	264	2183	1131	535
CCDC6	9	5811	232	4154	1425	195
ANK3	44	16874	192	3548	13134	69
RHOBTB1	12	4339	204	2044	2091	170
C10orf107	7	1685	305	753	627	75
ARID5B	10	7891	410	3914	3567	2169
RTKN2	12	6641	97	4714	1830	536
ZNF365	8	3379	280	1710	1389	95
JMJD1C	26	8666	219	824	7623	90
REEP3	8	5205	183	4254	768	57
LRRTM3	3	4358	578	2034	1746	210
SIRT1	9	4094	53	1797	2244	329
HERC4	26	4445	248	1023	3174	209
PBLD	10	2587	203	1517	867	113
DNA2	22	3207	89	1054	2064	76
TET1	12	9288	209	2668	6411	1007
DDX50	23	2510	96	221	2193	18
HK1	22	3961	499	744	2718	145
TSPAN15	8	1698	122	691	885	150
COL13A1	40	3093	492	447	2154	3
AIFM2	9	2570	18	1430	1122	152
PALD1	20	4555	268	1716	2571	153
TBATA	11	1583	390	137	1056	86
CDH23	70	11139	390	669	10080	327
PSAP	14	2872	154	1143	1575	36
ANAPC16	5	3567	492	2742	333	116
MICU1	13	2215	123	649	1443	161
MCU	8	2949	21	1872	1056	78
ECD	15	2246	212	0	2034	231
CFAP70	28	3703	121	216	3366	81
USP54	23	6247	101	1091	5055	560
ZSWIM8	27	5919	255	273	5391	204
VCL	22	5482	94	1983	3405	147
KAT6B	18	7106	514	1246	5346	2558
DUSP13	8	1770	930	243	597	203
COMTD1	7	976	83	104	789	153
DLG5	32	7415	6	1649	5760	104
POLR3A	31	6640	138	2329	4173	149
ZMIZ1	25	7546	572	3770	3204	108
ZCCHC24	4	4933	187	4020	726	114
TMEM254	6	481	8	161	312	33
DYDC1	8	750	165	51	534	30
DYDC2	6	2254	598	1122	534	264
TSPAN14	12	1380	502	65	813	72
SH2D4B	7	3983	430	2479	1074	89
GHITM	9	2128	193	897	1038	85
CCSER2	11	7664	185	4974	2505	95
WAPL	20	6152	293	2286	3573	66
BMPR1A	13	11255	537	9119	1599	126
FAM35A	10	3614	114	785	2715	200
PAPSS2	13	3856	263	1733	1860	139
PTEN	9	9027	1357	6458	1212	186
RNLS	7	3385	1340	1097	948	72
LIPJ	11	1484	314	69	1101	234
LIPK	9	1230	0	30	1200	240
FAS	9	2563	220	1335	1008	332
LIPA	10	2782	323	1259	1200	234
SLC16A12	8	4617	301	2765	1551	263
HTR7	4	3126	27	1659	1440	47
HECTD2	22	4939	154	2442	2343	121
BTAF1	38	7250	308	1392	5550	144
IDE	25	5877	57	2760	3060	96
EXOC6	22	3564	26	1138	2400	133
FFAR4	4	3653	56	2463	1134	390
PLCE1	32	12024	235	4880	6909	189
TBC1D12	13	5272	110	2834	2328	69
HELLS	23	3131	0	476	2655	95
RP11-400G3.5	14	2395	0	1390	1005	74
CYP2C19	9	1901	82	346	1473	182
PDLIM1	7	1452	109	353	990	187
TCTN3	14	2739	244	671	1824	234
ENTPD1	10	5044	178	3312	1554	207
CC2D2B	25	3247	70	0	3177	189
BLNK	17	1784	142	271	1371	120
DNTT	11	1972	102	340	1530	87
PIK3AP1	17	4803	120	2265	2418	58
LCOR	9	7777	543	6013	1221	7
SLIT1	37	7925	246	3074	4605	239
ARHGAP19-SLIT1	15	1876	10	312	1554	8
ARHGAP19	12	5463	29	3949	1485	11
RRP12	35	4476	189	393	3894	103
RP11-548K23.11	10	1848	330	168	1350	162
PI4K2A	9	4189	57	2692	1440	162
CRTAC1	15	2890	356	548	1986	167
R3HCC1L	10	3379	303	739	2337	68
HPS1	20	3678	209	1366	2103	163
CNNM1	11	5959	289	2814	2856	80
CUTC	9	1346	129	395	822	115
DNMBP	17	6400	92	1574	4734	186
PAX2	11	4140	550	2399	1191	87
SLF2	20	7288	542	3224	3522	36
BTRC	15	6134	118	4198	1818	162
POLL	9	2670	371	571	1728	365
KCNIP2	10	1989	276	900	813	48
C10orf76	26	4119	120	1929	2070	93
PITX3	4	1391	154	328	909	588
GBF1	40	6403	260	563	5580	281
ACTR1A	11	2829	64	1634	1131	103
SUFU	12	5001	166	3380	1455	90
BORCS7-ASMT	15	2670	15	2334	321	52
AS3MT	13	1723	77	629	1017	21
CNNM2	8	15857	188	13041	2628	210
NT5C2	18	3435	95	1654	1686	237
INA	3	3231	49	1682	1500	310
PDCD11	36	6453	94	743	5616	172
NEURL1	6	4314	409	2180	1725	239
COL17A1	56	5734	291	949	4494	56
CFAP43	38	5365	116	251	4998	167
ITPRIP	3	6807	453	4710	1644	1657
MXI1	6	3470	204	2378	888	164
RBM20	14	7233	58	3491	3684	111
PDCD4	13	3697	403	1917	1377	61
VTI1A	8	1738	116	1010	612	52
TCF7L2	15	4073	507	1706	1860	418
NRAP	42	5534	188	150	5196	108
PLEKHS1	13	3443	691	1651	1101	180
NHLRC2	11	11051	212	8658	2181	257
CCDC186	16	7245	267	4281	2697	84
ABLIM1	24	7690	302	5147	2241	114
TRUB1	8	3408	61	2297	1050	257
GFRA1	11	2583	551	634	1398	147
HSPA12A	13	5841	173	3589	2079	638
SHTN1	17	5361	498	2967	1896	223
AC023283.1	14	1497	0	0	1497	4
PDZD8	5	9699	240	5994	3465	2204
CACUL1	9	11311	484	9717	1110	41
SFXN4	14	1363	20	329	1014	78
GRK5	16	2654	329	552	1773	99
BAG3	4	2571	306	537	1728	819
INPP5F	20	5063	166	1498	3399	1150
SEC23IP	19	7168	72	4093	3003	82
FGFR2	18	4255	273	1516	2466	165
ATE1	12	4930	114	3259	1557	179
TACC2	23	9673	340	486	8847	66
BTBD16	16	1849	251	77	1521	69
PLEKHA1	13	3771	108	2511	1152	211
C10orf88	6	2482	225	919	1338	235
LHPP	7	1622	28	781	813	97
FAM53B	5	5431	212	3950	1269	363
CTBP2	11	6939	400	5201	1338	181
FANK1	11	1294	104	152	1038	66
ADAM12	23	7938	310	4898	2730	61
C10orf90	9	3076	121	855	2100	39
DOCK1	52	6797	109	1090	5598	96
FAM196A	6	4403	556	2407	1440	184
MGMT	5	1759	32	1010	717	210
EBF3	16	4375	73	2646	1656	32
GLRX3	12	3827	22	2797	1008	51
TCERG1L	12	2618	86	771	1761	157
STK32C	12	2010	382	518	1110	142
INPP5A	16	2967	277	1451	1239	81
CFAP46	58	8278	101	29	8148	484
TUBGCP2	19	4302	373	1136	2793	136
SYCE1	13	1377	139	389	849	39
TUBB8	4	2438	1040	165	1233	1058
ZMYND11	15	4306	341	2156	1809	123
GTPBP4	17	5075	461	2709	1905	153
IDI2	5	1359	65	610	684	318
WDR37	14	4582	144	2953	1485	132
PFKP	24	2769	224	214	2331	130
KLF6	4	4656	261	3543	852	52
AKR1E2	10	1566	71	532	963	43
AKR1C2	9	3756	188	2596	972	43
AKR1C3	9	972	0	0	972	43
AKR1C4	11	1414	253	189	972	43
TUBAL3	4	1798	38	419	1341	945
NET1	12	3402	142	1469	1791	407
CALML5	1	859	117	301	441	558
CALML3	1	2763	1077	1236	450	1527
ASB13	6	2699	27	1835	837	128
FAM208B	21	8626	625	708	7293	4
ANKRD16	8	2738	544	1108	1086	158
IL15RA	8	1115	119	0	996	151
RBM17	12	2755	225	1324	1206	104
KIN	13	6348	48	5118	1182	63
ATP5C1	10	1163	79	187	897	7
GATA3	6	3078	568	1175	1335	285
ECHDC3	5	1649	211	526	912	321
PROSER2	5	1646	154	466	1026	291
DHTKD1	17	5159	62	2337	2760	102
SEC61A2	12	1893	89	373	1431	187
CDC123	13	1542	280	251	1011	27
MCM10	20	4547	128	1794	2625	84
UCMA	5	826	73	336	417	98
PHYH	9	1577	59	501	1017	54
SEPHS1	9	3273	376	1718	1179	215
PRPF18	10	1717	160	528	1029	81
CDNF	6	1492	504	730	258	179
HSPA14	14	1904	239	135	1530	79
SUV39H2	6	1292	26	573	693	107
MEIG1	3	625	148	210	267	129
ACBD7	4	1322	48	1007	267	74
RPP38	3	1457	514	91	852	862
NMT2	13	2457	98	901	1458	21
PTER	6	3777	246	2481	1050	211
VIM	10	2128	413	314	1401	42
HACD1	7	2237	38	1332	867	83
TMEM236	4	5464	44	4364	1056	584
ARL5B	6	7196	233	6423	540	49
C10orf113	2	614	51	323	240	73
SKIDA1	4	6598	2253	1618	2727	4563
EBLN1	1	1208	38	69	1101	1139
COMMD3	8	1342	444	310	588	60
COMMD3-BMI1	14	1419	9	0	1410	330
BMI1	10	3428	505	1942	981	330
MSRB2	5	1803	103	1151	549	105
PTF1A	2	1537	204	346	987	203
OTUD1	1	2933	0	1487	1446	1446
THNSL1	3	3691	250	1209	2232	2280
GAD2	17	2462	145	559	1758	174
ABI1	12	3576	72	1977	1527	176
ANKRD26	34	6827	172	1474	5181	134
MASTL	12	3623	603	383	2637	158
ACBD5	13	3921	127	2216	1578	13
PTCHD3	5	1720	118	0	1602	73
MKX	7	3638	225	2354	1059	187
BAMBI	3	1877	556	538	783	419
LYZL1	5	815	57	173	585	70
MTPAP	9	5601	44	3808	1749	363
MAP3K8	9	3096	696	996	1404	131
LYZL2	5	818	57	176	585	70
KIF5B	26	5877	458	2527	2892	131
ITGB1	16	3729	0	1323	2406	75
CUL2	22	4312	314	1760	2238	132
GJD4	2	1580	158	309	1113	1049
FZD8	1	4030	849	1096	2085	2934
MTRNR2L7	1	1535	930	530	75	1005
AL135791.1	5	369	0	0	369	39
ZNF248	7	1286	499	427	360	30
ZNF25	6	4139	213	2555	1371	1069
BMS1	23	7753	63	3841	3849	231
CSGALNACT2	8	3730	335	1766	1629	293
FXYD4	9	770	334	166	270	20
HNRNPF	4	2676	408	1020	1248	1300
ZNF487	4	2111	227	1257	627	494
ZNF239	4	2037	301	359	1377	1469
ZNF485	5	2054	194	534	1326	1079
C10orf142	3	1110	11	706	393	31
CXCL12	4	3532	87	3163	282	16
TMEM72	4	1018	484	60	474	479
RASSF4	11	3641	113	2562	966	61
C10orf10	2	2120	218	1263	639	664
ZNF22	2	2551	593	1283	675	764
OR13A1	4	2078	309	782	987	999
ALOX5	14	2506	53	428	2025	180
ZFAND4	11	3821	924	935	1962	136
AGAP4	10	2387	112	298	1977	48
TIMM23	7	1222	176	416	630	116
MSMB	4	488	32	111	345	130
ANTXRL	19	1964	266	0	1698	104
AGAP14P	9	2058	0	0	2058	1476
ANXA8L1	12	2174	225	851	1098	60
NPY4R	3	1956	419	409	1128	1187
GPRIN2	3	1966	273	316	1377	1383
SYT15	9	1331	36	122	1173	50
GDF10	3	2458	266	755	1437	192
GDF2	2	1955	179	486	1290	944
RBP3	4	4276	114	418	3744	356
ZNF488	3	3372	365	2305	702	730
ANXA8	12	1960	122	854	984	60
FAM25G	3	345	19	56	270	134
AGAP9	8	2387	112	298	1977	1392
ABC7-42404400C24.1	8	1362	153	36	1173	50
CH17-360D5.1	3	1956	419	409	1128	1187
FAM25C	3	319	26	23	270	134
LRRC18	2	1617	77	754	786	22
FAM170B	2	1401	90	459	852	740
C10orf128	7	1971	82	1466	423	69
C10orf71	3	5230	288	634	4308	4452
DRGX	7	955	163	0	792	266
ERCC6	21	8008	79	3447	4482	420
PGBD3	1	1782	0	0	1782	1782
CHAT	16	2286	335	58	1893	270
SLC18A3	1	2420	440	381	1599	2039
C10orf53	4	2090	12	1604	474	257
OGDHL	23	3704	86	585	3033	124
TIMM23B	7	1142	162	413	567	53
AGAP6	10	2690	711	311	1668	1476
ASAH2B	6	3715	784	2448	483	190
CSTF2T	1	4105	42	2212	1851	1893
DKK1	4	1790	139	850	801	254
MBL2	4	3569	65	2757	747	374
MTRNR2L5	1	739	597	67	75	672
CISD1	3	2479	216	1936	327	90
UBE2D1	7	2659	227	1988	444	46
TFAM	7	5414	526	4147	741	147
FAM13C	15	3458	468	1484	1506	124
SLC16A9	6	4178	637	2011	1530	179
MRLN	4	495	289	65	141	161
CDK1	9	1884	100	1109	675	15
TMEM26	6	5151	369	3675	1107	425
ADO	1	3627	203	2611	813	1016
EGR2	4	2844	209	1204	1431	1262
NRBF2	4	1853	181	808	864	708
DNAJC12	6	769	48	34	687	95
ATOH7	1	1480	426	595	459	885
HNRNPH3	10	2339	165	1133	1041	77
RUFY2	18	4502	327	2249	1926	144
SLC25A16	9	6529	99	5431	999	157
CCAR1	25	4683	119	1111	3453	60
STOX1	5	3281	83	228	2970	148
DDX21	15	4711	98	2261	2352	270
KIF1BP	8	2537	83	513	1941	876
SRGN	3	1208	40	691	477	250
VPS26A	10	3229	653	1592	984	114
HKDC1	18	3689	133	802	2754	148
TACR2	6	1713	0	624	1089	259
NEUROG3	2	1376	30	701	645	646
C10orf35	4	1065	159	540	366	270
H2AFY2	9	1980	264	597	1119	166
TYSND1	4	3644	0	1943	1701	218
SAR1A	8	5981	197	5187	597	117
PPA1	11	1295	100	325	870	32
LRRC20	5	3414	478	2381	555	155
EIF4EBP2	3	7257	23	6871	363	32
NODAL	3	1665	0	621	1044	153
PRF1	3	2492	119	705	1668	1129
ADAMTS14	22	5260	0	1588	3672	494
SGPL1	15	5745	200	3838	1707	141
PCBD1	4	1006	251	440	315	99
UNC5B	17	6841	416	3587	2838	166
SLC29A3	6	2257	52	777	1428	655
C10orf105	2	4837	200	4235	402	407
C10orf54	7	4689	59	3694	936	38
CHST3	3	6970	437	5093	1440	1300
SPOCK2	12	5328	328	3725	1275	146
ASCC1	13	2270	102	965	1203	44
DDIT4	3	1748	201	848	699	494
OIT3	9	2365	218	509	1638	171
PLA2G12B	4	1128	93	447	588	122
P4HA1	15	2727	117	1005	1605	71
NUDT13	10	2258	652	925	681	201
FAM149B1	14	5408	174	3485	1749	74
DNAJC9	5	3032	1673	576	783	120
MRPS16	3	2634	211	2009	414	140
MSS51	7	2421	66	972	1383	220
PPP3CB	14	3501	112	1814	1575	179
MYOZ1	6	1541	365	276	900	232
SYNPO2L	4	4921	150	1837	2934	2162
AGAP5	8	2779	404	314	2061	1476
SEC24C	24	4513	162	1066	3285	141
FUT11	3	2175	43	701	1431	97
CHCHD1	3	835	13	465	357	114
RP11-574K11.31	17	5818	624	2746	2448	62
NDST2	15	3749	557	540	2652	126
CAMK2G	22	3824	130	2017	1677	233
C10orf55	4	2360	197	1707	456	411
PLAU	11	2321	93	932	1296	177
AP3M1	10	2320	217	846	1257	101
DUPD1	3	663	0	0	663	242
SAMD8	6	1654	78	139	1437	305
VDAC2	11	1467	249	288	930	92
ZNF503	2	3347	487	919	1941	1626
AC013286.1	2	48	0	0	48	32
RPS24	6	656	142	118	396	6
PPIF	6	2190	71	1495	624	136
EIF5AL1	1	3840	49	3326	465	514
SFTPA2	6	2189	85	1357	747	377
SFTPA1	6	2212	138	1327	747	377
NUTM2B	7	3292	383	272	2637	786
NUTM2E	7	3292	383	272	2637	786
SFTPD	8	1281	41	112	1128	377
PLAC9	4	534	212	154	168	11
ANXA11	17	6965	483	4964	1518	60
MAT1A	9	3410	261	1961	1188	103
FAM213A	6	829	130	9	690	114
C10orf99	3	888	114	528	246	86
CDHR1	17	6781	126	4075	2580	540
LRIT2	4	3177	69	1425	1683	761
LRIT1	4	2228	22	334	1872	977
RGR	7	2247	38	1321	888	132
OPN4	11	2401	227	704	1470	39
LDB3	14	5436	145	3092	2199	90
MMRN2	7	4375	322	1203	2850	383
SNCG	5	684	68	235	381	38
ADIRF	3	917	353	333	231	107
FAM25A	3	345	19	56	270	134
GLUD1	13	3039	97	1265	1677	120
NUTM2A	7	3290	383	270	2637	786
NUTM2D	7	3290	598	271	2421	786
MINPP1	5	2415	41	910	1464	397
ATAD1	10	4640	379	3175	1086	121
KLLN	1	4277	950	2790	537	1487
LIPF	11	1470	113	130	1227	237
LIPN	9	1197	0	0	1197	234
LIPM	9	1439	167	0	1272	270
ANKRD22	6	1596	211	809	576	78
STAMBPL1	11	2532	958	263	1311	57
ACTA2	9	1349	66	149	1134	144
CH25H	1	1686	22	845	819	841
IFIT2	5	3703	759	1525	1419	1414
IFIT3	2	2496	180	843	1473	1468
IFIT1B	2	1972	80	467	1425	1420
IFIT1	3	4613	495	2774	1344	1432
IFIT5	2	4015	213	2353	1449	1444
PANK1	7	6976	270	4909	1797	60
KIF20B	33	6306	72	891	5343	78
RPP30	13	1004	35	0	969	71
ANKRD1	9	1979	249	770	960	111
PPP1R3C	2	2524	85	1485	954	940
TNKS2	27	6157	379	2277	3501	63
FGFBP3	2	2545	164	1604	777	855
MARCH5	6	3926	332	2757	837	117
KIF11	22	4860	90	1599	3171	132
HHEX	4	1727	36	878	813	222
CYP26C1	6	1569	0	0	1569	378
CYP26A1	7	2245	378	580	1287	342
CEP55	9	2638	304	939	1395	204
RBP4	6	1068	74	388	606	38
PDE6C	22	3307	138	592	2577	59
FRA10AC1	14	3089	198	1943	948	43
LGI1	8	2381	336	371	1674	836
SLC35G1	3	2402	61	1243	1098	739
NOC3L	21	3455	101	951	2403	129
CYP2C18	9	2418	199	746	1473	182
CYP2C9	9	1847	12	362	1473	182
CYP2C8	10	2024	405	356	1263	182
ACSM6	11	1712	125	144	1443	141
ALDH18A1	18	3359	138	833	2388	182
AL365273.1	6	1119	0	0	1119	207
RP11-248J23.7	7	492	0	292	200	27
CCNJ	6	2830	367	1347	1116	412
ZNF518A	6	7277	857	1968	4452	4578
OPALIN	6	3557	406	2725	426	177
TM9SF3	15	6141	217	4154	1770	68
FRAT1	1	2649	187	1622	840	1027
FRAT2	1	2213	137	1374	702	839
PGAM1	4	1830	148	917	765	170
EXOSC1	8	923	32	303	588	107
ZDHHC16	12	2014	408	472	1134	115
MMS19	32	3532	71	368	3093	28
ANKRD2	9	1449	209	157	1083	150
HOGA1	7	2488	361	1143	984	150
C10orf62	1	1208	171	365	672	843
MORN4	5	2315	164	1710	441	149
AVPI1	3	1457	568	445	444	157
MARVELD1	2	3221	153	2546	522	675
ZFYVE27	13	3047	204	1607	1236	65
SFRP5	3	1836	119	763	954	347
GOLGA7B	5	6447	65	5878	504	111
LOXL4	15	3653	151	1231	2271	71
PYROXD2	16	2028	49	233	1746	71
GOT1	9	1947	28	677	1242	140
NKX2-3	3	1986	179	916	891	80
ENTPD7	13	3550	178	1557	1815	232
COX15	9	2788	51	1570	1167	66
ABCC2	32	5312	113	561	4638	130
CPN1	9	1863	252	234	1377	147
ERLIN1	12	1453	83	323	1047	222
CHUK	21	3625	87	1300	2238	30
CWF19L1	14	2633	87	929	1617	145
BLOC1S2	5	2634	152	2182	300	32
PKD2L1	16	3043	383	242	2418	83
SCD	6	5362	381	3901	1080	200
WNT8B	6	2112	128	928	1056	546
SEC31B	26	4612	98	974	3540	180
RP11-411B6.6	10	1234	30	685	519	51
NDUFB8	5	671	13	97	561	93
HIF1AN	8	13011	100	11861	1050	45
SEMA4G	14	3596	373	706	2517	827
MRPL43	6	884	54	44	786	131
C10orf2	5	3131	185	891	2055	321
LZTS2	5	2883	205	668	2010	684
